21.3253;60.2951;64.5182
23.2727;61.1166;64.0059
22.5455;61.4591;63.5986
22.5455;60.8212;64.128
22.5455;61.0605;63.9767
22.1818;61.3721;64.1459
22.1818;61.4599;63.9699
22.3171;60.6065;64.2616
22.4096;61.2446;63.9212
22.7711;61.0742;63.9155
18.5075;62.4892;63.924
19.1045;62.522;63.5762
19.2;62.6628;63.9228
19.1045;62.3891;64.0879
18.9;62.3583;64.1466
18.806;62.3592;63.9691
18.806;62.9737;63.7794
18.806;62.0422;64.2959
19.1045;62.8515;63.6391
18.9;62.1852;64.3251
21.4286;60.1544;67.3548
21.4286;60.2255;67.3731
21.4286;59.9257;67.5924
21.1976;59.7121;67.1619
21.4286;59.6686;67.7912
21.4286;59.8014;67.3716
21.4286;60.4421;67.6768
21.6568;59.8368;67.2142
21.4286;60.404;67.0922
21.4286;59.9197;67.1479
18.1818;60.3428;69.162
20.2326;59.4895;68.9983
20.2326;60.6402;69.0026
20.4624;60.3813;69.0994
20.4624;60.1023;68.8229
20.8092;60.7652;69.4054
20.4624;60.1297;68.8114
20.4624;60.3865;68.1481
20.4624;60.3865;68.1481
20.4624;60.3865;68.1481
28.3636;86.3519;38.808
28.3636;86.3519;38.808
28.3636;86.3519;38.808
28.3636;86.3519;38.808
28.3636;86.3519;38.808
