73.4118;64.2133;62.1725
73.2558;62.0627;64.5291
73.2558;62.3993;64.1884
72.8571;62.7163;63.6467
73.4118;62.1252;64.2622
72.7059;62.3688;64.2359
73.4118;62.0396;64.1737
72.5581;61.752;64.8004
73.2558;61.9425;64.2386
74.1176;61.3113;64.604
92.9032;60.9112;65.6867
92.9032;62.358;64.0406
92.9032;61.1882;65.4351
92.9032;61.269;64.5266
92.9032;61.5051;64.4205
93.3333;61.1882;65.4351
92.9032;62.6827;64.0802
91.875;61.6538;64.3689
93.3333;61.743;64.872
92.9032;61.852;63.8143
78.2609;64.0413;63.8226
78.8571;63.9545;64.3631
78.2609;64.2498;64.4883
78.2609;63.2086;64.0556
78;63.2646;64.2319
77.3913;64.1183;64.0961
78;63.2777;63.5126
77.3913;63.636;63.7418
79.1304;64.1917;64.3828
78.8571;64.5308;63.8488
72.5373;58.1477;68.5221
74.4;59.8466;66.577
74.4;59.4264;67.0424
74.4;58.9124;68.601
74.4;60.5318;66.7757
74.4;58.1591;67.0271
74.4;59.8527;67.5233
74.4;60.1391;67.2012
75;59.676;66.7672
75;58.7484;65.8765
72.5581;91.0433;40.0579
72.5581;91.0433;40.0579
72.5581;91.0433;40.0579
72.5581;91.0433;40.0579
72.5581;91.0433;40.0579
70.1205;69.2331;43.1276
70.1205;69.2331;43.1276
70.1205;69.2331;43.1276
70.1205;69.2331;43.1276
70.1205;69.2331;43.1276
73.7143;57.7324;54.0919
73.7143;57.7324;54.0919
73.7143;57.7324;54.0919
66.25;50.3221;28.3951
66.25;50.3221;28.3951
66.25;50.3221;28.3951
63.1915;60.5465;37.486
63.1915;60.5465;37.486
63.1915;60.5465;37.486
