45.4054;89.371;61.6126
47.0886;90.0936;61.034
47.6923;90.1077;60.8902
47.6923;90.2124;60.964
47.6923;90.6044;60.7315
47.0886;89.5497;61.4152
47.8481;89.9114;61.3732
47.6923;89.826;60.8454
47.6923;89.22;61.6088
47.0886;90.1351;60.7879
43.4783;93.0528;69.9013
45.2055;92.9233;69.8522
45.4054;92.9553;69.8763
45.2055;92.2155;70.97
46.0274;91.7815;70.7674
45.2055;94.6307;69.1666
45.4054;92.0215;70.5699
45.4054;92.3662;70.8343
45.4054;93.5282;69.9553
45.2055;93.467;70.0233
44.4444;91.6521;60.3864
45.1852;92.2192;60.4997
45.9259;91.7249;60.6617
45;91.3947;60.7072
45.1852;92.0441;60.7697
45.9259;91.7567;60.6288
45.3659;91.7249;60.6617
45.1852;91.8945;60.671
45.3659;90.7005;61.323
45.1852;92.0968;60.9077
46.087;76.485;70.7074
47.1429;76.3315;70.7667
47.1429;76.5815;70.6905
47.1429;76.7211;70.7074
47.1429;77.2089;70.3074
47.1429;76.5479;70.6596
47.1429;76.7153;70.8056
47.1429;76.5543;70.7715
47.1429;76.6494;70.6413
47.1429;76.7211;70.7074
48.8571;111.412;49.9424
48.8571;111.412;49.9424
48.8571;111.412;49.9424
49.8113;92.7411;20.7763
49.8113;92.7411;20.7763
49.8113;92.7411;20.7763
44.3077;100.823;53.2641
44.3077;100.823;53.2641
44.3077;100.823;53.2641
