315;93.2326;57.4939
307.5;94.9171;57.4103
313.333;93.7027;56.6272
318;93.0205;56.9549
313.333;93.1379;57.4398
315;92.5579;57.7746
306.667;94.7761;56.6645
300;93.4514;56.8228
307.5;93.4791;56.6029
315;92.4656;57.8902
261.818;98.5722;59.184
266.667;97.0809;59.8317
290;96.5021;60.2293
258;98.0903;59.3528
290;97.1372;59.797
264;97.234;59.6177
260;96.9927;59.6667
260;97.6626;59.3922
266.667;97.6692;59.1605
288;97.1379;59.756
30;104.291;52.229
33;100.843;54.5835
31.5789;102.994;53.3136
31.5789;102.018;53.4117
33.3333;98.1502;55.2103
31.5789;103.956;52.7047
33.3333;100.92;53.9587
33.3333;103.213;52.9541
30;74.9682;41.042
25;74.6734;40.6261
251.25;102.085;58.7637
244;102.313;58.7883
247.059;100.849;59.7188
246.316;100.355;59.9376
247.059;98.3887;58.0657
247.5;100.791;59.6744
248;101.064;59.5283
243.75;101.359;59.3303
243.333;101.537;59.9864
243.75;103.854;58.3286
