71.6667;89.7867;97.9226
72;95.0906;93.0126
71.6667;94.381;93.3896
68.5714;95.9724;92.2342
70;99.765;88.2415
72;90.5291;97.5568
70.2857;97.6926;89.9839
73.3333;95.6445;91.8362
70.2857;92.8162;94.2716
70.2857;96.0333;92.1585
77.3684;92.7372;100.63
76.5;93.164;100.102
76.0976;93.7023;99.8222
75;96.122;97.0214
76.0976;94.5671;98.682
76.5;94.0945;99.7304
75;93.6631;99.5636
75.7143;93.7626;99.7051
76.0976;95.3656;97.3532
76.0976;95.453;97.9444
68.7805;53.2849;55.8185
68.7805;52.5869;53.2416
68.7805;52.6835;54.9422
69;53.9506;55.811
76.5957;46.6891;27.9894
69;53.7469;55.0776
69;51.0727;53.583
69.2308;53.1865;55.2899
67.5;51.4457;54.049
56.6038;86.8535;80.6525
56.6038;104.721;67.0191
57.6471;96.8063;75.0589
56.6038;98.4048;71.2923
57.6471;87.3513;82.8981
57.6471;86.5359;83.7988
57.6471;91.6807;79.2694
56.6667;102.737;68.3624
57.7358;88.4662;78.4293
57.6;97.6186;76.2117
51.5625;80.0892;24.6678
51.5625;80.0892;24.6678
51.5625;80.0892;24.6678
58.4615;117.67;72.2963
58.4615;117.67;72.2963
58.4615;117.67;72.2963
48.2143;126.543;53.9918
48.2143;126.543;53.9918
48.2143;126.543;53.9918
63.4286;109.72;82.3185
63.4286;109.72;82.3185
63.4286;109.72;82.3185
55.6098;86.2774;63.0201
55.6098;86.2774;63.0201
55.6098;86.2774;63.0201
63.2432;92.3781;69.3994
63.2432;92.3781;69.3994
63.2432;92.3781;69.3994
58.3333;121.117;40.6921
58.3333;121.117;40.6921
58.3333;121.117;40.6921
39.2727;86.877;67.5555
39.2727;86.877;67.5555
39.2727;86.877;67.5555
